loco id,loco type,zone,manufacture year,cycle,totalcycles,days since service,engine temp   (C),oil pressure (bar),vibration    (mms),fuel efficiency (%),coolant temp (C),bearing temp  (C),RPM,exhaust temp (C),turbo pressure (bar),load factor (%),battery voltage (V),brake pressure (bar),RU,failure label,risk category
WAP5-1019,WAP5,ER,2015,155,167,126,109.199,1.94,6.718,82.979,96.731,81.657,843.972,384.48,0.948,68.383,21.995,2.707,12,1,High
WAP5-1019,WAP5,ER,2015,156,167,128,112.09,1.692,6.33,80.844,99.066,81.347,822.553,387.842,0.79,75.24,20.957,2.999,11,1,High
WAP5-1019,WAP5,ER,2015,157,167,130,113.035,1.547,7.276,82.613,92.007,78.993,806.744,381.514,1.02,72.182,21.845,2.712,10,1,Critical
WAP5-1019,WAP5,ER,2015,158,167,132,114.74,1.431,7.286,77.078,96.038,83.937,796.968,393.541,0.923,72.336,20.748,2.638,9,1,Critical
WAP5-1019,WAP5,ER,2015,159,167,134,119.185,1.574,7.074,80.259,97.072,87.062,791.82,379.877,0.874,73.489,20.934,2.323,8,1,Critical
WAP5-1019,WAP5,ER,2015,160,167,136,117.99,1.498,7.133,78.868,97.96,85.202,815.731,398.336,0.778,69.79,20.957,2.986,7,1,Critical
WAP5-1019,WAP5,ER,2015,161,167,138,125.366,1.621,8.057,79.998,98.032,88.316,826.987,416.704,0.817,66.542,19.877,2.719,6,1,Critical
WAP5-1019,WAP5,ER,2015,162,167,140,119.953,1.516,7.851,79.052,99.975,90.481,780.048,391.606,0.745,71.305,20.677,2.546,5,1,Critical
WAP5-1019,WAP5,ER,2015,163,167,142,124.298,1.344,8.152,79.193,103.624,88.282,773.55,400.165,0.649,77.254,20.371,2.723,4,1,Critical
WAP5-1019,WAP5,ER,2015,164,167,144,124.618,1.125,7.978,73.28,104.196,89.92,792.75,405.047,0.558,75.749,20.545,2.592,3,1,Critical
WAP5-1019,WAP5,ER,2015,165,167,146,125.597,1.031,8.688,73.12,104.429,90.535,810.141,408.665,0.56,71.027,20.85,2.499,2,1,Critical
WAP5-1019,WAP5,ER,2015,166,167,148,133.66,1.271,9.0,75.475,107.456,92.759,813.257,428.672,0.5,82.196,19.457,2.193,1,1,Critical
WAP5-1019,WAP5,ER,2015,167,167,150,135.711,0.802,9.0,72.234,108.29,92.841,770.398,428.601,0.747,70.506,19.427,2.417,0,1,Critical
WAP7-1020,WAP7,NR,2015,1,183,-22,77.905,3.545,1.729,94.455,73.289,64.874,900.64,318.655,1.903,65.496,24.486,3.997,182,0,Low
WAP7-1020,WAP7,NR,2015,2,183,-20,81.57,3.551,1.749,92.048,77.096,64.806,927.309,331.808,1.66,69.632,24.549,4.247,181,0,Low
WAP7-1020,WAP7,NR,2015,3,183,-18,81.749,3.313,1.487,91.993,76.344,60.59,884.493,319.229,1.81,70.648,24.73,4.074,180,0,Low
WAP7-1020,WAP7,NR,2015,4,183,-16,86.43,3.348,1.99,92.563,75.122,61.124,921.547,311.422,1.731,69.691,24.605,4.174,179,0,Low
WAP7-1020,WAP7,NR,2015,5,183,-14,79.752,3.491,1.765,94.973,77.065,58.919,891.978,298.555,1.753,70.039,24.272,4.241,178,0,Low
WAP7-1020,WAP7,NR,2015,6,183,-12,80.003,3.376,1.945,96.177,75.8,61.993,917.837,307.613,1.697,70.71,24.258,4.12,177,0,Low
WAP7-1020,WAP7,NR,2015,7,183,-10,85.236,3.583,2.296,92.804,75.923,58.725,876.311,315.146,1.73,67.809,23.557,4.218,176,0,Low
WAP7-1020,WAP7,NR,2015,8,183,-8,82.032,3.342,1.225,92.804,70.744,61.659,895.117,325.08,1.788,75.914,23.678,4.4,175,0,Low
WAP7-1020,WAP7,NR,2015,9,183,-6,84.185,3.211,2.302,97.137,75.618,62.024,865.733,333.629,1.669,68.75,24.005,3.853,174,0,Low
WAP7-1020,WAP7,NR,2015,10,183,-4,83.911,3.325,1.715,92.839,74.662,61.889,882.406,327.066,1.724,83.004,24.001,4.06,173,0,Low
WAP7-1020,WAP7,NR,2015,11,183,-2,78.899,3.33,1.636,94.113,72.839,61.591,896.39,318.822,1.866,66.301,24.359,4.365,172,0,Low
WAP7-1020,WAP7,NR,2015,12,183,0,85.129,3.371,1.742,95.453,73.992,61.998,868.593,303.955,1.776,75.462,24.066,3.93,171,0,Low
WAP7-1020,WAP7,NR,2015,13,183,2,82.11,3.74,2.009,95.612,77.919,62.9,914.41,327.547,1.719,81.374,24.728,4.27,170,0,Low
WAP7-1020,WAP7,NR,2015,14,183,4,83.525,3.365,2.034,93.434,79.112,59.312,906.455,315.64,1.803,74.269,24.393,4.348,169,0,Low
WAP7-1020,WAP7,NR,2015,15,183,6,82.047,3.492,1.615,91.837,79.202,61.198,930.117,324.751,1.925,70.453,24.212,4.05,168,0,Low
WAP7-1020,WAP7,NR,2015,16,183,8,81.724,3.349,2.252,96.499,71.721,60.02,879.869,305.789,1.757,58.967,23.656,4.114,167,0,Low
WAP7-1020,WAP7,NR,2015,17,183,10,82.966,3.393,2.103,93.639,70.847,65.477,857.306,325.393,1.772,70.793,23.61,3.949,166,0,Low
WAP7-1020,WAP7,NR,2015,18,183,12,78.53,3.265,1.958,94.852,74.017,60.172,895.233,321.007,1.73,74.722,23.765,4.403,165,0,Low
WAP7-1020,WAP7,NR,2015,19,183,14,84.703,3.315,2.07,94.082,77.427,61.087,947.17,309.887,1.935,72.298,24.198,4.151,164,0,Low
WAP7-1020,WAP7,NR,2015,20,183,16,83.173,3.313,1.746,93.426,75.931,61.195,929.892,322.214,1.757,72.764,24.082,4.141,163,0,Low
WAP7-1020,WAP7,NR,2015,21,183,18,78.651,3.257,1.424,92.132,74.106,61.272,907.671,324.506,1.823,71.462,23.806,4.024,162,0,Low
WAP7-1020,WAP7,NR,2015,22,183,20,84.658,3.669,2.054,91.732,67.059,57.634,875.745,342.348,1.961,72.047,24.438,4.109,161,0,Low
WAP7-1020,WAP7,NR,2015,23,183,22,84.553,3.34,1.323,96.21,75.855,60.866,914.888,327.776,1.831,71.639,23.933,3.886,160,0,Low
WAP7-1020,WAP7,NR,2015,24,183,24,82.477,3.224,1.991,91.868,77.769,61.471,897.683,299.722,1.823,74.552,23.08,4.308,159,0,Low
WAP7-1020,WAP7,NR,2015,25,183,26,83.753,3.428,2.031,94.043,81.115,60.672,920.97,327.763,1.699,73.573,23.39,4.048,158,0,Low
WAP7-1020,WAP7,NR,2015,26,183,28,89.485,3.439,1.458,94.313,73.591,60.386,912.044,316.235,1.69,71.094,24.231,3.978,157,0,Low
WAP7-1020,WAP7,NR,2015,27,183,30,81.18,3.674,1.886,94.462,79.12,58.731,890.543,314.668,1.75,62.064,24.082,4.343,156,0,Low
WAP7-1020,WAP7,NR,2015,28,183,32,84.429,3.062,2.274,91.021,71.487,60.366,874.941,318.38,1.69,71.864,23.972,4.299,155,0,Low
WAP7-1020,WAP7,NR,2015,29,183,34,83.187,3.404,2.096,94.815,74.259,57.593,853.297,336.491,1.711,78.917,24.246,4.127,154,0,Low
WAP7-1020,WAP7,NR,2015,30,183,36,86.219,3.629,1.828,94.177,76.729,59.688,906.39,325.599,1.769,71.191,23.292,4.006,153,0,Low
WAP7-1020,WAP7,NR,2015,31,183,38,84.832,3.401,1.488,92.057,75.922,61.352,892.422,317.803,1.783,79.102,24.752,4.475,152,0,Low
WAP7-1020,WAP7,NR,2015,32,183,40,85.06,3.522,1.811,96.338,77.321,61.003,928.112,327.958,1.639,67.634,23.932,4.089,151,0,Low
WAP7-1020,WAP7,NR,2015,33,183,42,84.661,3.581,1.895,96.488,80.45,61.399,898.511,325.014,1.92,80.398,23.663,4.21,150,0,Low
WAP7-1020,WAP7,NR,2015,34,183,44,82.853,3.452,1.926,94.194,75.023,63.19,923.587,319.818,1.729,77.33,24.033,4.496,149,0,Low
WAP7-1020,WAP7,NR,2015,35,183,46,77.758,3.079,2.121,91.877,74.186,56.544,943.164,315.068,1.793,74.713,24.161,3.874,148,0,Low
WAP7-1020,WAP7,NR,2015,36,183,48,84.527,3.283,2.616,92.311,79.387,62.922,882.454,319.269,1.704,61.537,24.061,4.389,147,0,Low
WAP7-1020,WAP7,NR,2015,37,183,50,79.085,3.403,1.968,94.47,74.529,59.435,910.396,311.464,1.75,73.948,24.382,4.11,146,0,Low
WAP7-1020,WAP7,NR,2015,38,183,52,85.314,3.291,2.297,95.526,74.991,62.873,894.503,310.633,1.683,72.226,24.307,4.149,145,0,Low
WAP7-1020,WAP7,NR,2015,39,183,54,83.181,3.382,1.541,93.52,73.194,56.789,870.086,333.089,1.891,71.96,24.311,4.187,144,0,Low
WAP7-1020,WAP7,NR,2015,40,183,56,78.12,3.162,2.071,94.006,78.005,62.425,883.316,314.829,1.8,66.26,23.444,4.643,143,0,Low
WAP7-1020,WAP7,NR,2015,41,183,58,82.365,3.356,2.379,93.673,77.964,62.708,896.188,311.912,1.581,68.816,23.821,4.276,142,0,Low
WAP7-1020,WAP7,NR,2015,42,183,60,84.14,3.347,2.123,95.408,70.836,60.446,888.51,325.321,1.802,76.143,23.851,3.959,141,0,Low
WAP7-1020,WAP7,NR,2015,43,183,62,88.526,3.142,2.051,92.923,73.455,61.758,903.342,329.984,1.726,70.512,23.932,3.902,140,0,Low
WAP7-1020,WAP7,NR,2015,44,183,64,86.945,3.099,2.056,95.076,77.848,60.216,905.295,320.583,1.695,65.088,24.388,4.337,139,0,Low
WAP7-1020,WAP7,NR,2015,45,183,66,87.019,3.567,2.365,94.112,77.658,64.041,892.446,311.84,1.714,62.055,24.032,4.106,138,0,Low
WAP7-1020,WAP7,NR,2015,46,183,68,81.913,3.621,2.001,96.038,75.337,62.435,886.305,308.984,1.794,69.297,23.788,3.964,137,0,Low
WAP7-1020,WAP7,NR,2015,47,183,70,84.476,3.301,2.819,91.385,76.813,58.771,910.71,310.845,1.618,70.623,24.39,4.39,136,0,Low
WAP7-1020,WAP7,NR,2015,48,183,72,84.615,3.696,1.709,94.397,75.97,60.873,905.518,312.822,1.712,71.927,23.638,4.068,135,0,Low
WAP7-1020,WAP7,NR,2015,49,183,74,86.183,3.542,2.159,91.803,74.563,62.27,870.344,327.876,1.762,72.132,23.803,4.108,134,0,Low
WAP7-1020,WAP7,NR,2015,50,183,76,80.428,3.324,1.997,94.313,72.315,60.819,881.654,319.605,1.811,69.836,23.783,4.308,133,0,Low
WAP7-1020,WAP7,NR,2015,51,183,78,83.447,3.542,1.901,92.594,78.67,63.015,931.924,324.6,1.72,79.671,23.807,4.126,132,0,Low
WAP7-1020,WAP7,NR,2015,52,183,80,79.516,3.256,1.849,93.868,76.077,61.998,884.943,324.269,1.652,81.03,23.267,3.872,131,0,Low
WAP7-1020,WAP7,NR,2015,53,183,82,83.498,3.377,2.091,92.092,77.526,59.716,882.406,338.337,1.667,69.563,23.837,4.437,130,0,Low
WAP7-1020,WAP7,NR,2015,54,183,84,85.933,3.516,2.022,93.419,76.353,63.188,902.259,322.571,1.754,77.443,24.606,4.02,129,0,Low
WAP7-1020,WAP7,NR,2015,55,183,86,81.779,3.48,2.605,94.224,78.451,64.042,914.322,328.255,1.718,68.383,24.28,3.826,128,0,Low
WAP7-1020,WAP7,NR,2015,56,183,88,83.353,3.287,2.02,92.618,79.907,62.779,896.402,328.976,1.587,75.24,23.352,4.155,127,0,Low
WAP7-1020,WAP7,NR,2015,57,183,90,82.913,3.199,2.758,94.941,71.927,59.422,884.269,319.872,1.846,72.182,24.355,3.907,126,0,Low
WAP7-1020,WAP7,NR,2015,58,183,92,83.168,3.144,2.55,89.988,74.99,63.315,878.348,328.991,1.78,72.336,23.379,3.873,125,0,Low
WAP7-1020,WAP7,NR,2015,59,183,94,86.096,3.349,2.111,93.778,75.013,65.34,877.232,312.285,1.762,73.489,23.692,3.601,124,0,Low
WAP7-1020,WAP7,NR,2015,60,183,96,83.316,3.339,1.932,93.021,74.844,62.331,905.353,327.57,1.699,69.79,23.846,4.308,123,0,Low
WAP7-1020,WAP7,NR,2015,61,183,98,89.042,3.531,2.609,94.813,73.816,64.247,920.997,342.629,1.772,66.542,22.904,4.087,122,0,Low
WAP7-1020,WAP7,NR,2015,62,183,100,81.912,3.496,2.144,94.555,74.614,65.165,878.623,314.089,1.736,71.305,23.847,3.962,121,0,Low
WAP7-1020,WAP7,NR,2015,63,183,102,84.473,3.398,2.178,95.411,77.074,61.67,876.869,319.073,1.676,77.254,23.69,4.189,120,0,Low
WAP7-1020,WAP7,NR,2015,64,183,104,82.942,3.255,1.726,90.24,76.412,61.964,900.99,320.247,1.623,75.749,24.018,4.109,119,0,Low
WAP7-1020,WAP7,NR,2015,65,183,106,82.004,3.24,2.149,90.848,75.366,61.185,923.48,320.024,1.665,71.027,24.482,4.069,118,0,Low
WAP7-1020,WAP7,NR,2015,66,183,108,88.083,3.562,2.325,93.998,77.071,61.967,931.872,336.055,1.58,82.196,23.255,3.818,117,0,Low
WAP7-1020,WAP7,NR,2015,67,183,110,88.083,3.177,2.001,91.579,76.538,60.558,894.468,331.876,1.934,70.506,23.396,4.098,116,0,Low
WAP7-1020,WAP7,NR,2015,68,183,112,80.898,3.148,2.419,93.575,71.455,61.437,856.509,294.987,1.51,68.415,22.953,4.274,115,0,Low
WAP7-1020,WAP7,NR,2015,69,183,114,87.255,3.309,2.034,93.655,80.069,58.43,935.707,343.375,1.753,74.728,24.295,3.929,114,0,Low
WAP7-1020,WAP7,NR,2015,70,183,116,86.015,3.182,2.135,94.826,79.1,58.743,871.724,329.34,1.688,66.768,24.119,4.062,113,0,Low
WAP7-1020,WAP7,NR,2015,71,183,118,84.015,3.45,2.068,92.994,73.102,58.24,920.306,335.489,1.589,79.304,23.423,3.999,112,0,Low
WAP7-1020,WAP7,NR,2015,72,183,120,82.822,3.172,2.347,93.984,74.693,62.316,877.266,321.659,1.682,71.305,23.986,4.272,111,0,Low
WAP7-1020,WAP7,NR,2015,73,183,122,81.879,3.414,2.06,94.91,74.846,61.357,865.707,337.675,1.685,82.842,23.252,4.396,110,0,Low
WAP7-1020,WAP7,NR,2015,74,183,124,76.352,3.137,2.422,92.839,77.818,63.223,883.155,328.587,1.605,69.285,23.977,3.635,109,0,Low
WAP7-1020,WAP7,NR,2015,75,183,126,84.597,3.426,1.975,94.101,79.056,62.287,896.389,308.749,1.493,63.13,23.574,4.24,108,0,Low
WAP7-1020,WAP7,NR,2015,76,183,128,89.149,3.313,1.68,95.306,78.127,62.416,872.641,335.368,1.787,75.75,23.985,3.987,107,0,Low
WAP7-1020,WAP7,NR,2015,77,183,130,84.854,3.582,2.88,92.91,81.256,64.926,885.559,335.166,1.689,70.248,23.572,3.81,106,0,Low
WAP7-1020,WAP7,NR,2015,78,183,132,82.945,3.21,1.959,90.188,75.628,62.573,891.215,330.059,1.725,73.607,23.859,4.18,105,0,Low
WAP7-1020,WAP7,NR,2015,79,183,134,85.925,3.356,2.477,94.239,80.045,59.941,904.963,331.314,1.625,72.739,23.557,4.049,104,0,Low
WAP7-1020,WAP7,NR,2015,80,183,136,81.031,3.29,1.926,93.674,79.64,59.404,895.4,318.879,1.739,66.858,23.887,4.063,103,0,Low
WAP7-1020,WAP7,NR,2015,81,183,138,86.435,3.382,2.352,93.928,78.509,64.195,874.562,335.423,1.635,67.264,23.498,4.68,102,0,Low
WAP7-1020,WAP7,NR,2015,82,183,140,85.608,3.519,2.687,92.73,77.314,59.842,864.676,339.349,1.757,72.726,23.869,3.954,101,0,Low
WAP7-1020,WAP7,NR,2015,83,183,142,90.04,3.28,2.248,93.079,79.614,60.474,898.552,334.4,1.873,74.585,23.048,4.063,100,0,Low
WAP7-1020,WAP7,NR,2015,84,183,144,84.408,3.428,1.721,91.318,72.251,62.61,870.076,329.816,1.635,69.738,24.432,4.273,99,0,Low
WAP7-1020,WAP7,NR,2015,85,183,146,86.783,3.1,2.009,92.802,72.017,58.755,858.319,319.52,1.511,69.557,23.268,3.963,98,0,Low
WAP7-1020,WAP7,NR,2015,86,183,148,87.401,3.28,2.785,91.817,76.295,60.087,861.75,331.285,1.704,62.631,23.501,4.104,97,0,Low
WAP7-1020,WAP7,NR,2015,87,183,150,83.004,3.321,2.311,92.524,75.811,61.995,903.309,302.127,1.484,68.238,23.298,4.022,96,0,Low
WAP7-1020,WAP7,NR,2015,88,183,152,82.347,3.374,2.783,92.067,76.181,59.006,902.561,326.154,1.672,76.798,23.37,4.249,95,0,Low
WAP7-1020,WAP7,NR,2015,89,183,154,85.01,3.183,2.389,93.151,74.943,59.911,907.495,328.281,1.513,78.876,23.885,3.954,94,0,Low
WAP7-1020,WAP7,NR,2015,90,183,156,78.541,3.399,1.878,94.12,78.23,65.415,880.749,319.963,1.623,77.965,24.397,3.938,93,0,Low
WAP7-1020,WAP7,NR,2015,91,183,158,82.483,3.149,2.55,93.785,73.407,62.019,855.283,329.567,1.76,70.744,23.286,4.225,92,0,Low
WAP7-1020,WAP7,NR,2015,92,183,160,83.858,3.461,2.597,93.129,81.419,63.748,877.635,353.898,1.674,68.256,23.065,3.949,91,0,Low
WAP7-1020,WAP7,NR,2015,93,183,162,82.592,2.822,1.916,90.42,72.846,62.753,868.334,317.921,1.631,73.01,23.721,3.828,90,0,Low
WAP7-1020,WAP7,NR,2015,94,183,164,86.383,3.323,2.332,92.902,77.64,64.074,875.006,323.495,1.764,66.698,23.471,4.023,89,0,Low
WAP7-1020,WAP7,NR,2015,95,183,166,82.529,3.419,1.781,91.928,79.01,60.332,925.263,333.153,1.713,76.693,23.494,4.313,88,0,Low
WAP7-1020,WAP7,NR,2015,96,183,168,78.443,3.34,2.392,94.121,76.93,61.866,868.156,327.846,1.652,64.72,23.679,4.238,87,0,Low
WAP7-1020,WAP7,NR,2015,97,183,170,88.277,3.123,2.125,93.382,78.208,62.165,876.802,325.126,1.673,77.798,23.311,4.249,86,0,Low
WAP7-1020,WAP7,NR,2015,98,183,172,84.63,3.076,2.693,92.133,77.994,60.281,876.674,317.327,1.762,77.591,23.759,4.04,85,0,Low
WAP7-1020,WAP7,NR,2015,99,183,174,87.955,3.026,3.068,91.741,75.156,62.319,878.259,327.512,1.596,73.354,25.025,3.905,84,0,Low
WAP7-1020,WAP7,NR,2015,100,183,176,82.697,3.217,2.522,90.104,79.592,66.864,883.151,330.832,1.579,74.602,23.748,3.793,83,0,Low
WAP7-1020,WAP7,NR,2015,101,183,178,84.823,3.366,2.246,92.211,76.832,63.606,898.203,327.48,1.676,70.489,23.687,4.168,82,0,Low
WAP7-1020,WAP7,NR,2015,102,183,180,79.393,3.14,2.427,92.539,79.276,62.654,912.253,338.395,1.572,70.541,23.736,3.814,81,0,Low
WAP7-1020,WAP7,NR,2015,103,183,0,85.027,3.427,2.631,92.015,78.787,65.475,889.67,336.623,1.643,76.993,23.178,4.195,80,0,Low
WAP7-1020,WAP7,NR,2015,104,183,2,86.18,3.191,1.946,94.998,75.745,59.573,878.319,336.018,1.739,68.64,24.396,4.033,79,0,Low
WAP7-1020,WAP7,NR,2015,105,183,4,87.81,3.193,2.227,90.685,78.097,62.631,890.587,320.77,1.561,69.558,23.239,3.928,78,0,Low
WAP7-1020,WAP7,NR,2015,106,183,6,79.373,3.34,2.216,91.653,73.482,62.331,959.849,323.654,1.646,74.647,23.856,4.002,77,0,Low
WAP7-1020,WAP7,NR,2015,107,183,8,88.77,3.175,2.618,91.773,81.738,63.255,874.099,327.449,1.753,70.868,23.911,3.895,76,0,Low
WAP7-1020,WAP7,NR,2015,108,183,10,85.508,3.294,2.156,93.098,76.301,62.151,914.21,324.595,1.627,72.055,23.99,4.154,75,0,Low
WAP7-1020,WAP7,NR,2015,109,183,12,91.335,3.313,2.241,91.531,75.818,62.007,904.268,319.915,1.772,80.429,24.494,3.63,74,0,Low
WAP7-1020,WAP7,NR,2015,110,183,14,87.353,3.541,2.154,92.507,75.189,61.941,911.944,311.828,1.661,62.542,23.689,3.788,73,0,Low
WAP7-1020,WAP7,NR,2015,111,183,16,85.032,3.234,2.431,93.14,77.943,60.202,910.478,317.539,1.615,71.703,23.812,3.882,72,0,Low
WAP7-1020,WAP7,NR,2015,112,183,18,81.543,3.421,2.442,90.041,75.721,65.333,874.834,332.929,1.635,74.526,23.615,4.079,71,0,Low
WAP7-1020,WAP7,NR,2015,113,183,20,81.808,3.145,2.701,93.016,80.11,63.224,896.599,325.893,1.611,68.62,23.024,4.069,70,0,Low
WAP7-1020,WAP7,NR,2015,114,183,22,86.645,3.167,2.654,93.678,76.328,58.861,894.831,330.706,1.584,78.948,22.923,4.131,69,0,Low
WAP7-1020,WAP7,NR,2015,115,183,24,88.854,3.333,2.234,90.852,75.465,66.386,916.431,320.28,1.637,73.89,23.123,3.964,68,0,Low
WAP7-1020,WAP7,NR,2015,116,183,26,82.635,3.277,2.641,93.104,77.887,63.803,870.313,344.847,1.699,76.134,23.368,4.077,67,0,Low
WAP7-1020,WAP7,NR,2015,117,183,28,87.904,3.468,2.577,91.224,76.066,62.565,890.385,326.203,1.544,67.125,23.237,4.087,66,0,Low
WAP7-1020,WAP7,NR,2015,118,183,30,85.588,3.156,2.285,92.425,81.742,60.399,866.459,346.901,1.759,70.9,23.391,4.027,65,0,Low
WAP7-1020,WAP7,NR,2015,119,183,32,84.776,3.303,1.986,90.353,77.002,64.232,855.877,333.908,1.574,70.609,23.714,3.923,64,0,Low
WAP7-1020,WAP7,NR,2015,120,183,34,87.731,3.224,2.157,91.014,77.402,63.553,910.881,336.99,1.665,68.616,23.381,4.126,63,0,Low
WAP7-1020,WAP7,NR,2015,121,183,36,86.962,3.196,2.239,89.299,76.491,60.523,882.893,334.79,1.545,74.52,22.908,4.009,62,0,Low
WAP7-1020,WAP7,NR,2015,122,183,38,84.177,3.157,2.072,93.267,78.665,65.344,880.562,324.962,1.79,76.416,23.686,4.053,61,0,Low
WAP7-1020,WAP7,NR,2015,123,183,40,86.593,3.332,2.613,92.081,82.411,64.144,901.307,327.842,1.691,72.584,23.207,4.186,60,0,Medium
WAP7-1020,WAP7,NR,2015,124,183,42,84.463,3.062,2.785,89.334,76.084,60.777,859.502,333.852,1.633,74.724,23.563,4.1,59,0,Medium
WAP7-1020,WAP7,NR,2015,125,183,44,82.503,3.48,2.871,93.5,75.158,61.161,893.322,306.88,1.607,81.87,23.021,3.653,58,0,Medium
WAP7-1020,WAP7,NR,2015,126,183,46,88.823,3.309,2.967,92.836,79.025,62.394,905.258,339.588,1.68,66.092,23.769,4.282,57,0,Medium
WAP7-1020,WAP7,NR,2015,127,183,48,82.887,3.205,2.692,91.168,81.734,67.383,889.755,310.299,1.666,63.401,24.145,3.982,56,0,Medium
WAP7-1020,WAP7,NR,2015,128,183,50,85.039,3.064,2.676,90.268,76.395,64.817,874.906,338.091,1.514,73.899,23.549,3.986,55,0,Medium
WAP7-1020,WAP7,NR,2015,129,183,52,91.11,3.052,2.108,92.077,78.709,62.645,888.082,324.862,1.809,72.373,24.199,3.98,54,0,Medium
WAP7-1020,WAP7,NR,2015,130,183,54,86.997,3.239,2.117,91.168,78.943,61.868,862.107,325.301,1.704,73.252,23.631,3.836,53,0,Medium
WAP7-1020,WAP7,NR,2015,131,183,56,84.165,3.297,2.792,94.149,78.121,61.099,895.873,332.813,1.743,71.113,22.996,4.249,52,0,Medium
WAP7-1020,WAP7,NR,2015,132,183,58,87.283,3.171,2.398,93.0,78.006,65.278,890.764,320.101,1.663,70.441,22.882,4.133,51,0,Medium
WAP7-1020,WAP7,NR,2015,133,183,60,89.373,3.328,2.437,90.938,76.341,59.47,910.612,336.442,1.68,63.093,23.281,4.252,50,0,Medium
WAP7-1020,WAP7,NR,2015,134,183,62,90.393,3.234,2.869,93.313,83.756,63.685,896.522,323.365,1.509,78.583,23.884,4.056,49,0,Medium
WAP7-1020,WAP7,NR,2015,135,183,64,91.935,3.409,2.992,89.647,76.39,61.066,896.552,335.613,1.654,76.792,23.76,4.288,48,0,Medium
WAP7-1020,WAP7,NR,2015,136,183,66,84.241,3.271,2.622,89.65,78.524,64.278,930.462,343.042,1.597,68.085,23.56,3.796,47,0,Medium
WAP7-1020,WAP7,NR,2015,137,183,68,85.189,3.381,2.947,92.286,81.424,62.748,851.859,326.769,1.665,72.142,23.163,4.119,46,0,Medium
WAP7-1020,WAP7,NR,2015,138,183,70,86.849,3.164,2.462,91.061,77.037,62.954,868.745,320.558,1.593,62.644,23.973,3.982,45,0,Medium
WAP7-1020,WAP7,NR,2015,139,183,72,81.615,2.96,2.367,94.574,79.749,64.549,838.365,324.309,1.704,77.365,23.57,3.682,44,0,Medium
WAP7-1020,WAP7,NR,2015,140,183,74,93.607,3.277,2.921,93.318,76.918,61.476,871.109,336.864,1.442,69.018,24.282,4.062,43,0,Medium
WAP7-1020,WAP7,NR,2015,141,183,76,84.001,3.007,2.849,92.752,80.721,63.942,862.075,315.074,1.65,64.596,23.655,3.882,42,0,Medium
WAP7-1020,WAP7,NR,2015,142,183,78,87.622,2.944,2.896,91.432,76.618,63.488,898.437,328.124,1.596,72.524,22.755,4.037,41,0,Medium
WAP7-1020,WAP7,NR,2015,143,183,80,87.388,3.329,2.488,91.269,80.525,61.539,908.482,327.586,1.626,66.912,23.404,3.727,40,0,Medium
WAP7-1020,WAP7,NR,2015,144,183,82,84.618,3.042,2.679,92.356,76.367,64.051,885.997,327.36,1.675,78.656,23.981,3.808,39,0,Medium
WAP7-1020,WAP7,NR,2015,145,183,84,89.629,3.381,2.563,93.052,81.942,61.204,908.022,321.807,1.669,74.46,23.655,3.975,38,0,Medium
WAP7-1020,WAP7,NR,2015,146,183,86,83.024,3.096,2.685,87.944,75.299,62.841,884.857,339.449,1.579,71.722,23.296,3.747,37,0,Medium
WAP7-1020,WAP7,NR,2015,147,183,88,90.727,3.128,2.505,91.917,73.33,61.285,886.885,331.434,1.624,71.677,23.192,3.794,36,0,Medium
WAP7-1020,WAP7,NR,2015,148,183,90,91.87,3.18,3.0,90.547,77.822,67.285,920.909,332.119,1.535,79.743,22.87,3.999,35,0,Medium
WAP7-1020,WAP7,NR,2015,149,183,92,87.354,3.12,2.088,90.224,78.378,60.299,868.112,326.654,1.625,83.156,23.559,3.612,34,0,Medium
WAP7-1020,WAP7,NR,2015,150,183,94,85.456,3.135,2.764,90.006,76.495,60.789,913.828,345.612,1.471,68.832,23.995,3.932,33,0,Medium
WAP7-1020,WAP7,NR,2015,151,183,96,85.921,3.039,2.731,93.162,78.153,65.774,872.37,332.459,1.622,75.059,23.456,3.619,32,0,Medium
WAP7-1020,WAP7,NR,2015,152,183,98,85.681,3.163,2.306,91.444,75.372,58.92,870.447,329.701,1.626,80.853,23.092,3.964,31,0,Medium
WAP7-1020,WAP7,NR,2015,153,183,100,102.419,2.412,4.55,86.164,88.348,69.944,834.877,348.468,1.298,66.934,22.998,3.415,30,1,High
WAP7-1020,WAP7,NR,2015,154,183,102,97.427,2.021,5.115,86.163,88.02,71.622,851.041,356.399,1.066,70.848,22.669,3.458,29,1,High
WAP7-1020,WAP7,NR,2015,155,183,104,104.971,2.162,3.78,85.945,90.927,76.017,850.288,356.854,1.196,73.53,22.677,3.31,28,1,High
WAP7-1020,WAP7,NR,2015,156,183,106,103.621,2.353,4.493,87.401,89.346,70.071,835.396,370.435,1.147,65.746,22.149,3.125,27,1,High
WAP7-1020,WAP7,NR,2015,157,183,108,98.774,2.349,4.756,85.227,88.855,71.435,878.588,362.156,1.06,69.068,22.774,3.082,26,1,High
WAP7-1020,WAP7,NR,2015,158,183,110,102.833,2.252,5.141,83.864,91.815,72.128,860.368,358.016,1.202,68.8,22.254,3.159,25,1,High
WAP7-1020,WAP7,NR,2015,159,183,112,105.151,2.339,4.778,86.981,89.578,72.673,859.868,375.413,1.078,72.343,21.907,2.834,24,1,High
